commit_hash,author,date,message,file_name,lines_added,lines_deleted,nloc
85efa3f89571d66071b86110bf7b615e38234aa8,Armin Ronacher,2011-06-27 01:04:18+02:00,Updated upgrade script to no longer change url_for that don't need to be changed,flask-07-upgrade.py,48,17,228.0
85efa3f89571d66071b86110bf7b615e38234aa8,Armin Ronacher,2011-06-27 01:04:18+02:00,Updated upgrade script to no longer change url_for that don't need to be changed,test.py,10,1,30.0
ea7a1720779ab4680304d2bc9dffcb6f5c7f2798,Armin Ronacher,2011-06-27 09:20:50+02:00,Test that dotted names work.  This fixes #258,wrappers.py,1,1,43.0
ea7a1720779ab4680304d2bc9dffcb6f5c7f2798,Armin Ronacher,2011-06-27 09:20:50+02:00,Test that dotted names work.  This fixes #258,flask_tests.py,25,0,1503.0
1e7577578f08f1685d98bdac5ce1c43973647aee,Armin Ronacher,2011-06-27 09:30:27+02:00,Expanded url_for docstring for blueprints,helpers.py,7,1,225.0
ccd5ced70e48515e222b84dccc8f21d32c864dcd,Armin Ronacher,2011-06-27 09:40:45+02:00,Chop of ports for session cookies.  This fixes #253,app.py,2,1,438.0
ccd5ced70e48515e222b84dccc8f21d32c864dcd,Armin Ronacher,2011-06-27 09:40:45+02:00,Chop of ports for session cookies.  This fixes #253,flask_tests.py,14,0,1516.0
7e6c70a133c833ef08f83a7e5cc926bf6e5581f1,Ron DuPlain,2011-06-27 09:23:31-04:00,Add teardown request decorators to blueprints.,blueprints.py,20,0,143.0
dcf21989dc71f4ab93ceaf0627e40c516462bd8c,Armin Ronacher,2011-06-28 12:45:49+02:00,Added class based views,app.py,8,3,441.0
dcf21989dc71f4ab93ceaf0627e40c516462bd8c,Armin Ronacher,2011-06-28 12:45:49+02:00,Added class based views,views.py,102,0,34.0
dcf21989dc71f4ab93ceaf0627e40c516462bd8c,Armin Ronacher,2011-06-28 12:45:49+02:00,Added class based views,flask_tests.py,37,0,1544.0
775caf726db10c6c736a454b17fcc0f1f1474193,Armin Ronacher,2011-06-28 14:24:37+02:00,Improved cbv and added tests,views.py,15,5,35.0
b36d7b3288442173bcc999ebb4310674869a526d,Armin Ronacher,2011-06-28 14:24:54+02:00,Added class based view documentation,flask_tests.py,41,0,1574.0
fb1482d3bb1b95803d25247479eb8ca8317a3219,Armin Ronacher,2011-06-28 14:36:52+02:00,Bump version number to 0.7,__init__.py,1,1,18.0
fb1482d3bb1b95803d25247479eb8ca8317a3219,Armin Ronacher,2011-06-28 14:36:52+02:00,Bump version number to 0.7,setup.py,1,1,62.0
b64fa73467424b8e6c4efa565d4d5bc2ae414ab7,Armin Ronacher,2011-06-28 14:37:02+02:00,HEAD is 0.8-dev,__init__.py,1,1,18.0
b64fa73467424b8e6c4efa565d4d5bc2ae414ab7,Armin Ronacher,2011-06-28 14:37:02+02:00,HEAD is 0.8-dev,setup.py,1,1,62.0
5afeac0c19b6c9ca6456dff368724492822ea165,Armin Ronacher,2011-06-28 16:06:51+02:00,Fixed release script :(,make-release.py,1,1,98.0
57d9a2a1187b306c6997a3dcbac25837a54862f2,Ron DuPlain,2011-06-28 12:00:01-04:00,"Import with statement in helpers.py, #264.",helpers.py,2,0,226.0
a101cfc35be437ad0e4f56da0d92f14c27abda67,Armin Ronacher,2011-06-29 18:31:48+02:00,Worked around a werkzeug bug with redirects,app.py,6,0,442.0
a101cfc35be437ad0e4f56da0d92f14c27abda67,Armin Ronacher,2011-06-29 18:31:48+02:00,Worked around a werkzeug bug with redirects,flask_tests.py,15,0,1585.0
510823c1592abe4c57e051e9d21bd134ab7f07a7,Armin Ronacher,2011-06-28 23:37:03+02:00,Bumped version number for this branch to 0.7.1,__init__.py,1,1,18.0
510823c1592abe4c57e051e9d21bd134ab7f07a7,Armin Ronacher,2011-06-28 23:37:03+02:00,Bumped version number for this branch to 0.7.1,setup.py,1,1,62.0
21d4a054e399a42ac448814116580a5c62991fce,Armin Ronacher,2011-06-29 18:35:11+02:00,"Fixed a bug in the release script

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>",make-release.py,1,1,98.0
7e1ebae3a2879b989cae4d27bb8dd1dc8a1313ee,Armin Ronacher,2011-06-29 18:37:08+02:00,"Another fix for the script

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>",make-release.py,2,2,98.0
15372661af2974577d5c1d15fdaf88452661c2a9,Armin Ronacher,2011-07-01 00:56:06+02:00,Removed leftover from no longer supported blueprint template loading code.,templating.py,0,2,75.0
bd473c158788bd2c1153fc8fe45831aaa648824a,Armin Ronacher,2011-07-06 10:16:56+02:00,Fixed an issue that broke url processors for blueprints.  Added testcases,blueprints.py,2,2,143.0
bd473c158788bd2c1153fc8fe45831aaa648824a,Armin Ronacher,2011-07-06 10:16:56+02:00,Fixed an issue that broke url processors for blueprints.  Added testcases,flask_tests.py,58,0,1627.0
515e946b020584db7f236eb8ad139f9f32de305f,Armin Ronacher,2011-07-06 10:21:23+02:00,master is 0.8-dev,__init__.py,1,1,18.0
515e946b020584db7f236eb8ad139f9f32de305f,Armin Ronacher,2011-07-06 10:21:23+02:00,master is 0.8-dev,setup.py,1,1,62.0
0fccfe711fda524f216f82263bb83787a75035fd,Armin Ronacher,2011-07-07 11:27:22+02:00,Refactored session interface,__init__.py,0,1,17.0
0fccfe711fda524f216f82263bb83787a75035fd,Armin Ronacher,2011-07-07 11:27:22+02:00,Refactored session interface,app.py,22,16,436.0
0fccfe711fda524f216f82263bb83787a75035fd,Armin Ronacher,2011-07-07 11:27:22+02:00,Refactored session interface,ctx.py,1,1,44.0
0fccfe711fda524f216f82263bb83787a75035fd,Armin Ronacher,2011-07-07 11:27:22+02:00,Refactored session interface,session.py,7,31,5.0
10c99e95e98844ba191e4767550b0dc19fa6d34c,Armin Ronacher,2011-07-07 12:25:25+02:00,Added missing sessions module,sessions.py,168,0,53.0
7290981cef49058b9c53f8a4465cf85537c0d22d,Armin Ronacher,2011-07-07 12:31:57+02:00,More docstrings for the session mixin,sessions.py,7,0,53.0
10f8dc18b8d43c2776c9381f681263778674bf0d,Armin Ronacher,2011-07-07 13:11:32+02:00,More doc updates,sessions.py,3,1,53.0
f29ec355e99e052f98df46875aeb8e319b8e1beb,Armin Ronacher,2011-07-07 13:14:15+02:00,Backwards compatibility import,__init__.py,3,0,18.0
deb513c7fe5a285e2bdeff99424e243d7b4f7829,Armin Ronacher,2011-07-08 14:38:49+02:00,"The session interface is new in 0.8, not 0.7",sessions.py,1,1,53.0
585bf02ee0d23d020f8a24db645c308d912b62e0,Armin Ronacher,2011-07-08 19:20:40+02:00,Better session logic.,sessions.py,7,6,54.0
d90b1f1705b7bda17743406b4eac5511bdbb702a,Armin Ronacher,2011-07-08 19:21:50+02:00,"Backout last change, save_cookie by itself does that",sessions.py,6,7,53.0
ebb65b81e1279060bd75d211e5e32aecf0fa3932,Armin Ronacher,2011-07-10 13:33:52+02:00,Removed an unnecessary import.,app.py,1,1,436.0
fd679638ea991fbdd5d7318bc9451f0bd5532224,Jesse Dubay,2011-07-11 15:25:37-07:00,typo fix: flask -> flag,app.py,1,1,436.0
7dcf6cbc3141d100e229b4a781f67ab1286af055,Michał Bartoszkiewicz,2011-07-12 21:51:53+02:00,Don't use deprecated flask.session in flask.ctx.,ctx.py,0,1,43.0
9d899cd63e539b92262bbc6f101e7b5408bb31fc,Armin Ronacher,2011-07-13 14:04:23+02:00,Fixed a typo.  This closes #278,app.py,1,1,436.0
3b31df81aeccb889810b4b49ce6e608e67ebeeea,Armin Ronacher,2011-07-14 14:18:42+02:00,View functions can opt out of the default OPTIONS implementation,app.py,13,4,440.0
3b31df81aeccb889810b4b49ce6e608e67ebeeea,Armin Ronacher,2011-07-14 14:18:42+02:00,View functions can opt out of the default OPTIONS implementation,flask_tests.py,17,0,1642.0
76796c326d9abc243034847c41aa61f80ba3d653,Armin Ronacher,2011-07-14 14:25:14+02:00,Documented view function options,app.py,4,0,440.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,__init__.py,2,1,19.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,app.py,3,3,440.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,config.py,1,1,51.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,globals.py,1,1,12.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,helpers.py,7,1,230.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,testing.py,1,1,40.0
2866ccda1fe19a42adc735d75abaf304f8aed27b,Armin Ronacher,2011-07-15 18:03:48+02:00,Switch to explicit Werkzeug imports,wrappers.py,2,2,43.0
c9a2ad2b8d079c0ecca701f4c0b15390437c4843,Armin Ronacher,2011-07-16 01:16:03+02:00,Fixed a bug in list_templates,templating.py,3,1,77.0
c9a2ad2b8d079c0ecca701f4c0b15390437c4843,Armin Ronacher,2011-07-16 01:16:03+02:00,Fixed a bug in list_templates,__init__.py,2,2,6.0
c9a2ad2b8d079c0ecca701f4c0b15390437c4843,Armin Ronacher,2011-07-16 01:16:03+02:00,Fixed a bug in list_templates,__init__.py,3,1,10.0
c9a2ad2b8d079c0ecca701f4c0b15390437c4843,Armin Ronacher,2011-07-16 01:16:03+02:00,Fixed a bug in list_templates,__init__.py,1,1,5.0
c9a2ad2b8d079c0ecca701f4c0b15390437c4843,Armin Ronacher,2011-07-16 01:16:03+02:00,Fixed a bug in list_templates,flask_tests.py,6,0,1647.0
343e678900a9970857f37b53b5d2f069327cd828,Armin Ronacher,2011-07-18 23:06:15+02:00,Fixed a typo in a docstring,app.py,1,1,440.0
290925e13348385cd3508d9ae52ea328ee9990d9,Dan Callahan,2011-07-19 16:42:11-05:00,Minor documentation typo / grammar fixes,helpers.py,1,1,230.0
d5cfcfeba7313d80d7ac29adb8c54960cb594079,Simon Sapin,2011-07-23 11:13:30-07:00,Intersphinx link fixes.,app.py,4,3,440.0
